datetime,straddle_value
2025-05-27 09:16:00,433.95000000000005
2025-05-27 09:17:00,430.0
2025-05-27 09:18:00,429.45
2025-05-27 09:19:00,428.6
2025-05-27 09:20:00,427.79999999999995
2025-05-27 09:21:00,430.05
2025-05-27 09:22:00,430.5
2025-05-27 09:23:00,441.79999999999995
2025-05-27 09:24:00,442.65
2025-05-27 09:25:00,437.25
2025-05-27 09:26:00,440.5
2025-05-27 09:27:00,437.75
2025-05-27 09:28:00,436.1
2025-05-27 09:29:00,436.85
2025-05-27 09:30:00,435.95
2025-05-27 09:31:00,436.5
2025-05-27 09:32:00,431.35
2025-05-27 09:33:00,432.8
2025-05-27 09:34:00,431.1
2025-05-27 09:35:00,432.0
2025-05-27 09:36:00,435.15
2025-05-27 09:37:00,434.95
2025-05-27 09:38:00,436.15
2025-05-27 09:39:00,435.9
2025-05-27 09:40:00,437.25
2025-05-27 09:41:00,434.95000000000005
2025-05-27 09:42:00,432.75
2025-05-27 09:43:00,434.85
2025-05-27 09:44:00,434.4
2025-05-27 09:45:00,433.2
2025-05-27 09:46:00,429.70000000000005
2025-05-27 09:47:00,432.35
2025-05-27 09:48:00,431.70000000000005
2025-05-27 09:49:00,432.9
2025-05-27 09:50:00,430.0
2025-05-27 09:51:00,430.20000000000005
2025-05-27 09:52:00,431.3
2025-05-27 09:53:00,432.6
2025-05-27 09:54:00,433.6
2025-05-27 09:55:00,434.05
2025-05-27 09:56:00,434.04999999999995
2025-05-27 09:57:00,430.7
2025-05-27 09:58:00,431.15
2025-05-27 09:59:00,429.8
2025-05-27 10:00:00,428.45
2025-05-27 10:01:00,427.20000000000005
2025-05-27 10:02:00,423.7
2025-05-27 10:03:00,428.4
2025-05-27 10:04:00,424.6
2025-05-27 10:05:00,424.9
2025-05-27 10:06:00,424.2
2025-05-27 10:07:00,420.04999999999995
2025-05-27 10:08:00,420.85
2025-05-27 10:09:00,421.4
2025-05-27 10:10:00,422.45000000000005
2025-05-27 10:11:00,422.85
2025-05-27 10:12:00,419.15
2025-05-27 10:13:00,419.70000000000005
2025-05-27 10:14:00,416.04999999999995
2025-05-27 10:15:00,415.85
2025-05-27 10:16:00,415.04999999999995
2025-05-27 10:17:00,414.29999999999995
2025-05-27 10:18:00,413.70000000000005
2025-05-27 10:19:00,417.4
2025-05-27 10:20:00,416.0
2025-05-27 10:21:00,416.1
2025-05-27 10:22:00,416.85
2025-05-27 10:23:00,419.65
2025-05-27 10:24:00,420.15
2025-05-27 10:25:00,419.1
2025-05-27 10:26:00,419.4
2025-05-27 10:27:00,420.65
2025-05-27 10:28:00,423.0
2025-05-27 10:29:00,420.65
2025-05-27 10:30:00,419.29999999999995
2025-05-27 10:31:00,419.25
2025-05-27 10:32:00,418.65
2025-05-27 10:33:00,417.04999999999995
2025-05-27 10:34:00,419.9
2025-05-27 10:35:00,417.55
2025-05-27 10:36:00,417.1
2025-05-27 10:37:00,418.9
2025-05-27 10:38:00,418.35
2025-05-27 10:39:00,415.4
2025-05-27 10:40:00,411.7
2025-05-27 10:41:00,408.79999999999995
2025-05-27 10:42:00,407.95000000000005
2025-05-27 10:43:00,409.65
2025-05-27 10:44:00,405.5
2025-05-27 10:45:00,406.85
2025-05-27 10:46:00,407.6
2025-05-27 10:47:00,408.55
2025-05-27 10:48:00,408.4
2025-05-27 10:49:00,408.3
2025-05-27 10:50:00,408.2
2025-05-27 10:51:00,408.75
2025-05-27 10:52:00,406.1
2025-05-27 10:53:00,405.6
2025-05-27 10:54:00,407.75
2025-05-27 10:55:00,407.29999999999995
2025-05-27 10:56:00,403.9
2025-05-27 10:57:00,405.9
