datetime,straddle_value
2025-05-29 09:16:00,185.75
2025-05-29 09:17:00,157.0
2025-05-29 09:18:00,143.95
2025-05-29 09:19:00,126.35
2025-05-29 09:20:00,122.3
2025-05-29 09:21:00,123.4
2025-05-29 09:22:00,112.94999999999999
2025-05-29 09:23:00,114.4
2025-05-29 09:24:00,120.0
2025-05-29 09:25:00,119.85
2025-05-29 09:26:00,109.75
2025-05-29 09:27:00,111.65
2025-05-29 09:28:00,108.0
2025-05-29 09:29:00,104.05
2025-05-29 09:30:00,101.35
2025-05-29 09:31:00,103.30000000000001
2025-05-29 09:32:00,95.69999999999999
2025-05-29 09:33:00,96.35
2025-05-29 09:34:00,87.94999999999999
2025-05-29 09:35:00,87.95
2025-05-29 09:36:00,94.4
2025-05-29 09:37:00,96.9
2025-05-29 09:38:00,96.5
2025-05-29 09:39:00,103.6
2025-05-29 09:40:00,97.95
2025-05-29 09:41:00,95.75
2025-05-29 09:42:00,104.65
2025-05-29 09:43:00,101.4
2025-05-29 09:44:00,99.9
2025-05-29 09:45:00,100.55000000000001
2025-05-29 09:46:00,101.15
2025-05-29 09:47:00,102.0
2025-05-29 09:48:00,103.55000000000001
2025-05-29 09:49:00,103.85
2025-05-29 09:50:00,94.30000000000001
2025-05-29 09:51:00,99.9
2025-05-29 09:52:00,98.94999999999999
2025-05-29 09:53:00,103.85
2025-05-29 09:54:00,98.85
2025-05-29 09:55:00,100.2
2025-05-29 09:56:00,107.7
2025-05-29 09:57:00,109.9
2025-05-29 09:58:00,111.15
2025-05-29 09:59:00,110.5
2025-05-29 10:00:00,101.94999999999999
2025-05-29 10:01:00,103.25
2025-05-29 10:02:00,108.7
2025-05-29 10:03:00,114.15
2025-05-29 10:04:00,111.15
2025-05-29 10:05:00,111.15
2025-05-29 10:06:00,109.4
2025-05-29 10:07:00,110.15
2025-05-29 10:08:00,111.35
2025-05-29 10:09:00,107.75
2025-05-29 10:10:00,108.4
2025-05-29 10:11:00,111.7
2025-05-29 10:12:00,106.3
2025-05-29 10:13:00,111.65
2025-05-29 10:14:00,109.7
2025-05-29 10:15:00,100.94999999999999
2025-05-29 10:16:00,96.94999999999999
2025-05-29 10:17:00,99.4
2025-05-29 10:18:00,99.65
2025-05-29 10:19:00,97.3
2025-05-29 10:20:00,93.95
2025-05-29 10:21:00,90.6
2025-05-29 10:22:00,92.75
2025-05-29 10:23:00,94.5
2025-05-29 10:24:00,95.75
2025-05-29 10:25:00,96.25
2025-05-29 10:26:00,93.69999999999999
2025-05-29 10:27:00,92.25
2025-05-29 10:28:00,97.25
2025-05-29 10:29:00,98.1
2025-05-29 10:30:00,110.1
2025-05-29 10:31:00,113.6
2025-05-29 10:32:00,117.1
2025-05-29 10:33:00,120.85
2025-05-29 10:34:00,118.1
2025-05-29 10:35:00,112.19999999999999
2025-05-29 10:36:00,108.05000000000001
2025-05-29 10:37:00,112.85
2025-05-29 10:38:00,112.3
2025-05-29 10:39:00,109.1
2025-05-29 10:40:00,105.69999999999999
2025-05-29 10:41:00,104.05000000000001
2025-05-29 10:42:00,104.1
2025-05-29 10:43:00,103.55
2025-05-29 10:44:00,101.9
2025-05-29 10:45:00,102.5
2025-05-29 10:46:00,103.9
2025-05-29 10:47:00,104.55
2025-05-29 10:48:00,97.35
2025-05-29 10:49:00,95.44999999999999
2025-05-29 10:50:00,98.35
2025-05-29 10:51:00,95.1
2025-05-29 10:52:00,99.9
2025-05-29 10:53:00,102.5
2025-05-29 10:54:00,103.2
2025-05-29 10:55:00,100.19999999999999
2025-05-29 10:56:00,99.25
2025-05-29 10:57:00,101.19999999999999
2025-05-29 10:58:00,102.05
2025-05-29 10:59:00,97.15
2025-05-29 11:00:00,100.25
2025-05-29 11:01:00,98.25
2025-05-29 11:02:00,98.15
2025-05-29 11:03:00,104.6
2025-05-29 11:04:00,108.25
2025-05-29 11:05:00,108.94999999999999
2025-05-29 11:06:00,106.25
2025-05-29 11:07:00,101.05000000000001
2025-05-29 11:08:00,99.5
2025-05-29 11:09:00,97.1
2025-05-29 11:10:00,99.4
2025-05-29 11:11:00,98.85
2025-05-29 11:12:00,100.55
2025-05-29 11:13:00,100.85
2025-05-29 11:14:00,97.9
2025-05-29 11:15:00,94.55000000000001
2025-05-29 11:16:00,95.35
2025-05-29 11:17:00,92.44999999999999
2025-05-29 11:18:00,93.6
2025-05-29 11:19:00,91.65
2025-05-29 11:20:00,92.1
2025-05-29 11:21:00,91.4
2025-05-29 11:22:00,89.80000000000001
2025-05-29 11:23:00,87.94999999999999
2025-05-29 11:24:00,86.6
2025-05-29 11:25:00,87.6
2025-05-29 11:26:00,90.75
2025-05-29 11:27:00,91.45
2025-05-29 11:28:00,85.05
2025-05-29 11:29:00,89.0
2025-05-29 11:30:00,88.45
2025-05-29 11:31:00,86.05
2025-05-29 11:32:00,88.15
2025-05-29 11:33:00,88.95
2025-05-29 11:34:00,85.95
2025-05-29 11:35:00,86.85
2025-05-29 11:36:00,86.95
2025-05-29 11:37:00,86.15
2025-05-29 11:38:00,83.44999999999999
2025-05-29 11:39:00,85.3
2025-05-29 11:40:00,85.75
2025-05-29 11:41:00,90.0
2025-05-29 11:42:00,90.69999999999999
2025-05-29 11:43:00,92.8
2025-05-29 11:44:00,93.75
2025-05-29 11:45:00,98.5
2025-05-29 11:46:00,100.4
2025-05-29 11:47:00,96.69999999999999
2025-05-29 11:48:00,93.6
2025-05-29 11:49:00,88.15
2025-05-29 11:50:00,86.3
2025-05-29 11:51:00,85.25
2025-05-29 11:52:00,85.65
2025-05-29 11:53:00,86.3
2025-05-29 11:54:00,87.05
2025-05-29 11:55:00,94.95
2025-05-29 11:56:00,91.1
2025-05-29 11:57:00,92.94999999999999
2025-05-29 11:58:00,94.94999999999999
2025-05-29 11:59:00,91.4
2025-05-29 12:00:00,95.9
2025-05-29 12:01:00,93.45
2025-05-29 12:02:00,94.3
2025-05-29 12:03:00,88.85
2025-05-29 12:04:00,93.3
2025-05-29 12:05:00,92.65
2025-05-29 12:06:00,93.5
2025-05-29 12:07:00,89.25
2025-05-29 12:08:00,90.19999999999999
2025-05-29 12:09:00,88.55
2025-05-29 12:10:00,90.5
2025-05-29 12:11:00,94.69999999999999
2025-05-29 12:12:00,94.69999999999999
2025-05-29 12:13:00,90.6
2025-05-29 12:14:00,92.5
2025-05-29 12:15:00,94.0
2025-05-29 12:16:00,92.15
2025-05-29 12:17:00,95.05
2025-05-29 12:18:00,95.15
2025-05-29 12:19:00,91.80000000000001
2025-05-29 12:20:00,89.65
2025-05-29 12:21:00,85.9
2025-05-29 12:22:00,85.85
2025-05-29 12:23:00,83.55
2025-05-29 12:24:00,82.85
2025-05-29 12:25:00,84.15
2025-05-29 12:26:00,86.9
2025-05-29 12:27:00,86.5
2025-05-29 12:28:00,88.25
2025-05-29 12:29:00,89.8
2025-05-29 12:30:00,92.85
2025-05-29 12:31:00,92.1
2025-05-29 12:32:00,89.69999999999999
2025-05-29 12:33:00,87.5
2025-05-29 12:34:00,89.15
2025-05-29 12:35:00,92.4
2025-05-29 12:36:00,92.8
2025-05-29 12:37:00,92.15
2025-05-29 12:38:00,92.45
2025-05-29 12:39:00,82.8
2025-05-29 12:40:00,93.0
2025-05-29 12:41:00,87.25
2025-05-29 12:42:00,87.4
2025-05-29 12:43:00,84.95
2025-05-29 12:44:00,81.55
2025-05-29 12:45:00,76.4
2025-05-29 12:46:00,74.9
2025-05-29 12:47:00,71.45
2025-05-29 12:48:00,67.3
2025-05-29 12:49:00,67.55
2025-05-29 12:50:00,65.9
2025-05-29 12:51:00,68.9
2025-05-29 12:52:00,71.1
2025-05-29 12:53:00,66.5
2025-05-29 12:54:00,65.65
2025-05-29 12:55:00,64.75
2025-05-29 12:56:00,82.85
2025-05-29 12:57:00,80.0
2025-05-29 12:58:00,76.65
2025-05-29 12:59:00,72.25
2025-05-29 13:00:00,84.05000000000001
2025-05-29 13:01:00,77.19999999999999
2025-05-29 13:02:00,72.44999999999999
2025-05-29 13:03:00,73.55
2025-05-29 13:04:00,80.45
2025-05-29 13:05:00,75.3
2025-05-29 13:06:00,77.15
2025-05-29 13:07:00,75.85
2025-05-29 13:08:00,76.05000000000001
2025-05-29 13:09:00,75.2
2025-05-29 13:10:00,72.5
2025-05-29 13:11:00,73.15
2025-05-29 13:12:00,71.35
2025-05-29 13:13:00,70.55
2025-05-29 13:14:00,70.05000000000001
2025-05-29 13:15:00,68.65
2025-05-29 13:16:00,68.15
2025-05-29 13:17:00,66.19999999999999
2025-05-29 13:18:00,66.35
2025-05-29 13:19:00,62.9
2025-05-29 13:20:00,62.400000000000006
2025-05-29 13:21:00,60.150000000000006
2025-05-29 13:22:00,60.15
2025-05-29 13:23:00,58.55
2025-05-29 13:24:00,57.349999999999994
2025-05-29 13:25:00,56.6
2025-05-29 13:26:00,57.2
2025-05-29 13:27:00,57.25
2025-05-29 13:28:00,54.15
2025-05-29 13:29:00,50.45
2025-05-29 13:30:00,49.45
2025-05-29 13:31:00,51.55
2025-05-29 13:32:00,46.65
2025-05-29 13:33:00,47.8
2025-05-29 13:34:00,46.45
2025-05-29 13:35:00,47.2
2025-05-29 13:36:00,48.85
2025-05-29 13:37:00,47.35
2025-05-29 13:38:00,49.8
2025-05-29 13:39:00,47.55
2025-05-29 13:40:00,48.0
2025-05-29 13:41:00,48.2
2025-05-29 13:42:00,45.349999999999994
2025-05-29 13:43:00,45.7
2025-05-29 13:44:00,46.349999999999994
2025-05-29 13:45:00,46.45
2025-05-29 13:46:00,51.2
2025-05-29 13:47:00,54.0
2025-05-29 13:48:00,58.3
2025-05-29 13:49:00,57.25
2025-05-29 13:50:00,57.8
2025-05-29 13:51:00,54.849999999999994
2025-05-29 13:52:00,55.25
2025-05-29 13:53:00,56.7
2025-05-29 13:54:00,61.05
2025-05-29 13:55:00,58.85
2025-05-29 13:56:00,57.3
2025-05-29 13:57:00,60.55
2025-05-29 13:58:00,60.4
2025-05-29 13:59:00,60.3
2025-05-29 14:00:00,59.300000000000004
2025-05-29 14:01:00,56.95
2025-05-29 14:02:00,62.4
2025-05-29 14:03:00,59.0
2025-05-29 14:04:00,57.8
2025-05-29 14:05:00,59.4
2025-05-29 14:06:00,56.45
2025-05-29 14:07:00,56.4
2025-05-29 14:08:00,52.0
2025-05-29 14:09:00,52.5
2025-05-29 14:10:00,54.4
2025-05-29 14:11:00,54.599999999999994
2025-05-29 14:12:00,53.4
2025-05-29 14:13:00,41.4
2025-05-29 14:14:00,39.45
2025-05-29 14:15:00,55.05
2025-05-29 14:16:00,52.75
2025-05-29 14:17:00,52.25
2025-05-29 14:18:00,54.05
2025-05-29 14:19:00,50.7
2025-05-29 14:20:00,48.35
2025-05-29 14:21:00,45.650000000000006
2025-05-29 14:22:00,44.8
2025-05-29 14:23:00,42.7
2025-05-29 14:24:00,41.55
2025-05-29 14:25:00,42.15
2025-05-29 14:26:00,43.8
2025-05-29 14:27:00,48.3
2025-05-29 14:28:00,44.5
2025-05-29 14:29:00,44.2
2025-05-29 14:30:00,42.9
2025-05-29 14:31:00,42.0
2025-05-29 14:32:00,40.15
