datetime,straddle_value
2025-05-19 09:16:00,344.1
2025-05-19 09:17:00,346.65
2025-05-19 09:18:00,358.29999999999995
2025-05-19 09:19:00,354.7
2025-05-19 09:20:00,353.20000000000005
2025-05-19 09:21:00,356.05
2025-05-19 09:22:00,355.75
2025-05-19 09:23:00,358.85
2025-05-19 09:24:00,358.6
2025-05-19 09:25:00,351.85
2025-05-19 09:26:00,349.0
2025-05-19 09:27:00,350.35
2025-05-19 09:28:00,346.85
2025-05-19 09:29:00,347.85
2025-05-19 09:30:00,346.6
2025-05-19 09:31:00,341.15
2025-05-19 09:32:00,345.75
2025-05-19 09:33:00,340.3
2025-05-19 09:34:00,340.45
2025-05-19 09:35:00,341.5
2025-05-19 09:36:00,340.29999999999995
2025-05-19 09:37:00,340.4
2025-05-19 09:38:00,341.0
2025-05-19 09:39:00,341.9
2025-05-19 09:40:00,343.0
2025-05-19 09:41:00,343.2
2025-05-19 09:42:00,346.1
2025-05-19 09:43:00,343.2
2025-05-19 09:44:00,335.8
2025-05-19 09:45:00,333.2
2025-05-19 09:46:00,334.54999999999995
2025-05-19 09:47:00,335.95
2025-05-19 09:48:00,336.25
2025-05-19 09:49:00,334.4
2025-05-19 09:50:00,336.04999999999995
2025-05-19 09:51:00,336.04999999999995
2025-05-19 09:52:00,332.85
2025-05-19 09:53:00,331.20000000000005
2025-05-19 09:54:00,331.4
2025-05-19 09:55:00,329.85
2025-05-19 09:56:00,328.20000000000005
2025-05-19 09:57:00,329.85
2025-05-19 09:58:00,329.8
2025-05-19 09:59:00,330.75
2025-05-19 10:00:00,328.1
2025-05-19 10:01:00,328.55
2025-05-19 10:02:00,324.75
2025-05-19 10:03:00,326.20000000000005
2025-05-19 10:04:00,324.9
2025-05-19 10:05:00,326.85
2025-05-19 10:06:00,328.6
2025-05-19 10:07:00,327.20000000000005
2025-05-19 10:08:00,327.45000000000005
2025-05-19 10:09:00,326.85
2025-05-19 10:10:00,326.3
2025-05-19 10:11:00,333.4
2025-05-19 10:12:00,329.65
2025-05-19 10:13:00,330.20000000000005
2025-05-19 10:14:00,331.45
2025-05-19 10:15:00,331.9
2025-05-19 10:16:00,331.75
2025-05-19 10:17:00,339.15
2025-05-19 10:18:00,332.95000000000005
2025-05-19 10:19:00,331.15
2025-05-19 10:20:00,329.15
2025-05-19 10:21:00,331.45
2025-05-19 10:22:00,333.95
2025-05-19 10:23:00,334.05
2025-05-19 10:24:00,335.4
2025-05-19 10:25:00,333.75
2025-05-19 10:26:00,333.65
2025-05-19 10:27:00,331.15
2025-05-19 10:28:00,328.45000000000005
2025-05-19 10:29:00,328.45
2025-05-19 10:30:00,330.6
2025-05-19 10:31:00,330.2
2025-05-19 10:32:00,329.9
